常用频道,#genre#
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8
重温经典,http://ygbh.site/php/bfgd.php?id=636
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典,https://other.ottiptv.cc/cwjd.m3u8
黄金华剧频道,http://tl.061833.xyz/tl/null-9
经典电影轮播,rtmp://live.gxrb.com.cn/pull/red_movies_0501
橙记港剧,http://zzy789.xyz/douyu1.php?id=4549169
小毅主播Q,http://103.193.151.146/douyu1.php?id=6906628
小毅主播e,http://103.193.151.146/douyu1.php?id=11851549
龙祥时代,http://rihou.cc:555/tv/Hkl龙祥时代
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏动作,https://stream1.freetv.fun/74ff62421aeda7787c01ed5968f3e6176a418bf608351ac8faf5c3d501c70eab.m3u8
邵氏喜剧,https://stream1.freetv.fun/5b5db4070d49b6949aad5a643411dbcf20868919c31ec99f9881cc1e19f2eaa0.m3u8
邵氏武侠 ,https://stream1.freetv.fun/960fbbbedcdd596709ff256d7a80286a70a6820a03e20d4d4eaa49816ba4d4c1.m3u8
邵氏电影,https://stream1.freetv.fun/d8f66a980ecbfcf9ff9db3b098d87b06793378b6f0d84e28717bfb2da14c2124.m3u8
经典电影二台,https://stream1.freetv.fun/13a9e71e43596740eb155ea1b840ca0848884aa34be169b42a3c3e268dce5781.m3u8
Now星影,http://rihou.cc:555/tv/[Hk]Now星影
Now爆谷,http://rihou.cc:555/tv/[Hk]Now爆谷

中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8

中天新闻,webview://http://m.345iptv.com/?act=play&token=c5099746050c41f288c9c50a5002539b&tid=gt&id=43$345iptv
翡翠台,webview://https://m.345iptv.com/?act=play&token=0414e51b425be184dc3efa0db53e6812&tid=gt&id=5$345iptv
无线新闻台,webview://http://m.345iptv.com/?act=play&token=bc7918833f7de6b2829ad197ddc05e10&tid=gt&id=6$345iptv
明珠台,webview://http://m.345iptv.com/?act=play&token=d2d94c55f2275567a1d154afbc09587b&tid=gt&id=9$345iptv
HOYTV,webview://http://m.345iptv.com/?act=play&token=fa85074433ae45388bb96b382056e5df&tid=gt&id=11$345iptv
有线18台,webview://http://m.345iptv.com/?act=play&token=7e64e5c5a112c8324ae213193890166f&tid=gt&id=12$345iptv
东森新闻,webview://http://m.345iptv.com/?act=play&token=8965fb967119ad09f0df8ec90b5df34b&tid=gt&id=44$345iptv
镜新闻,webview://http://m.345iptv.com/?act=play&token=20a5079da56f52ac6332530b8ae045bc&tid=gt&id=52$345iptv
寰宇新闻,webview://http://m.345iptv.com/?act=play&token=a5d87cec4adae0ff298fa844f43e8427&tid=gt&id=53$345iptv
中视,webview://http://m.345iptv.com/?act=play&token=5ef10e1554d809f389a139596e22d6e4&tid=gt&id=60$345iptv
台视,webview://http://m.345iptv.com/?act=play&token=3566a94ef8f056a92ba7d6bc3adae830&tid=gt&id=61$345iptv
民视,webview://http://m.345iptv.com/?act=play&token=499b6a8677702cdead3d1acb4ee763f6&tid=gt&id=62$345iptv
华视,webview://http://m.345iptv.com/?act=play&token=d835edf85041fa76c82e4e1f846bf67b&tid=gt&id=63$345iptv


地方台,#genre#
宾县综合,https://rmplive.hljtv.com/live/binxian.m3u8
巴彦电视台,https://rmplive.hljtv.com/live/bayan.m3u8
方正综合,https://rmplive.hljtv.com/live/fangzheng.m3u8
呼兰综合,https://rmplive.hljtv.com/live/hulan.m3u8
尚志新闻综合,https://rmplive.hljtv.com/live/shangzhi.m3u8
通河新闻,https://rmplive.hljtv.com/live/tonghe.m3u8
五常综合,https://rmplive.hljtv.com/live/wuchang.m3u8
依兰新闻综合,https://rmplive.hljtv.com/live/yilan.m3u8
延寿综合,https://rmplive.hljtv.com/live/yanshou.m3u8
齐齐哈尔新闻综合,https://rmplive.hljtv.com/live/qiqihaer.m3u8
拜泉综合,https://rmplive.hljtv.com/live/baiquan.m3u8
富裕综合,https://rmplive.hljtv.com/live/fuyu.m3u8
甘南县综合,https://rmplive.hljtv.com/live/gannan.m3u8
克东综合,https://rmplive.hljtv.com/live/kedong.m3u8
克山综合,https://rmplive.hljtv.com/live/keshan.m3u8
龙江综合,https://rmplive.hljtv.com/live/longjiang.m3u8
讷河综合,https://rmplive.hljtv.com/live/nehe.m3u8
泰来综合,https://rmplive.hljtv.com/live/tailai.m3u8
依安综合,https://rmplive.hljtv.com/live/yian.m3u8
牡丹江新闻综合,https://masterpull.hljtv.com/live/newLqQS9Lcp.m3u8
东宁综合,https://rmplive.hljtv.com/live/dongning.m3u8
海林综合,https://rmplive.hljtv.com/live/hailin.m3u8
林口综合,https://rmplive.hljtv.com/live/linkou.m3u8
穆棱综合,https://rmplive.hljtv.com/live/muleng.m3u8
宁安综合,https://rmplive.hljtv.com/live/ningan.m3u8
绥芬河综合,https://rmplive.hljtv.com/live/suifenhe.m3u8
佳木斯市新闻综合,https://masterpull.hljtv.com/live/l9wQtsVs.m3u8
富锦电视台,https://masterpull.hljtv.com/live/wOBN3GqO.m3u8
抚远电视台,https://rmplive.hljtv.com/live/fuyuan.m3u8
桦川新闻综合,https://masterpull.hljtv.com/live/NYQcW0fS.m3u8
桦南综合,https://rmplive.hljtv.com/live/huanan.m3u8
同江电视台,https://rmplive.hljtv.com/live/tongjiang.m3u8
汤原综合,https://rmplive.hljtv.com/live/tangyuan.m3u8
大庆市新闻综合,https://masterpull.hljtv.com/live/4WdrZLCq.m3u8
杜尔伯特综合,https://rmplive.hljtv.com/live/duerbote.m3u8
林甸综合,https://rmplive.hljtv.com/live/lindian.m3u8
肇源综合,https://rmplive.hljtv.com/live/zhaoyuan.m3u8
肇州综合,https://rmplive.hljtv.com/live/zhaozhou.m3u8
鸡西新闻综合,https://rmplive.hljtv.com/live/jixi.m3u8
虎林综合,https://rmplive.hljtv.com/live/hulin.m3u8
鸡东综合,https://rmplive.hljtv.com/live/jidong.m3u8
密山综合,https://rmplive.hljtv.com/live/mishan.m3u8
双鸭山新闻综合,https://masterpull.hljtv.com/live/BowdCSzZ.m3u8
宝清综合,https://rmplive.hljtv.com/live/baoqing.m3u8
集贤综合,https://rmplive.hljtv.com/live/jixian.m3u8
饶河综合,https://rmplive.hljtv.com/live/raohe.m3u8
友谊综合,https://rmplive.hljtv.com/live/youyi.m3u8
伊春综合,https://rmplive.hljtv.com/live/yichun.m3u8
嘉荫综合,https://rmplive.hljtv.com/live/jiayin.m3u8
铁力综合,https://rmplive.hljtv.com/live/tieli.m3u8
七台河新闻综合,https://rmplive.hljtv.com/live/qitaihe.m3u8
勃利综合,https://rmplive.hljtv.com/live/boli.m3u8
鹤岗新闻综合,https://rmplive.hljtv.com/live/hegang.m3u8
萝北综合,https://rmplive.hljtv.com/live/luobei.m3u8
绥滨综合,https://rmplive.hljtv.com/live/suibin.m3u8
绥化新闻综合,https://rmplive.hljtv.com/live/suihua.m3u8
安达综合,https://rmplive.hljtv.com/live/anda.m3u8
海伦综合,https://rmplive.hljtv.com/live/hailun.m3u8
兰西综合,https://rmplive.hljtv.com/live/lanxi.m3u8
明水综合,https://rmplive.hljtv.com/live/mingshui.m3u8
庆安综合,https://rmplive.hljtv.com/live/qingan.m3u8
青冈综合,https://rmplive.hljtv.com/live/qinggang.m3u8
绥棱综合,https://rmplive.hljtv.com/live/suileng.m3u8
望奎综合,https://rmplive.hljtv.com/live/wangkui.m3u8
肇东综合,https://rmplive.hljtv.com/live/zhaodong.m3u8
黑河新闻综合,https://rmplive.hljtv.com/live/heihe.m3u8
北安综合,https://rmplive.hljtv.com/live/beian.m3u8
嫩江综合,https://rmplive.hljtv.com/live/nenjiang.m3u8
孙吴综合,https://rmplive.hljtv.com/live/sunwu.m3u8
五大连池综合,https://rmplive.hljtv.com/live/wudalianchi.m3u8
逊克综合,https://rmplive.hljtv.com/live/xunke.m3u8
大兴安岭新闻综合,https://rmplive.hljtv.com/live/daxinganling.m3u8
呼玛综合,https://rmplive.hljtv.com/live/huma.m3u8
塔河综合,https://rmplive.hljtv.com/live/tahe.m3u8
佳木斯新闻综合, https://rmplive.com/live/jiamusi.m3u8
富锦综合,https://rmplive.hljtv.com/live/fujin.m3u8
桦川综合,https://rmplive.hljtv.com/live/huachuan.m3u8
大庆新闻综合,https://rmplive.hljtv.com/live/daqing.m3u8 
漠河综合,https://rmplive.hljtv.com/live/mohe.m3u8
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8
黄山公共生活,http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8?zanhd
黄山新闻综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8?zanhd
祁门综合,rtmp://tv.qmxrmt.com/chan/ch1?zanhd
江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
石河子影视文体,http://124.88.144.73:1935/live/jjsh/playlist.m3u8

🇨🇳NOW,#genre#
NOW新闻,https://cdn.163189.xyz/163189/now
NOW英超1台,http://lunar.pm:8080/melodyg/uQnLQnTkRj/117457
NOW英超1台,http://109.61.81.147:1935/cdn7/767/mpegts?token=1d8c18a3d377f5418d2501aa54082b60
NOW英超2台,http://lunar.pm:8080/melodyg/uQnLQnTkRj/117458
NOW英超3台,http://lunar.pm:8080/melodyg/uQnLQnTkRj/117459
Now星影,http://rihou.cc:555/tv/[Hk]Now星影
Now爆谷,http://rihou.cc:555/tv/[Hk]Now爆谷
NOW新闻,http://hls.168.us.kg/u/332/master.m3u8
NOW直播台,http://hls.168.us.kg/u/331/master.m3u8
NOW新闻,http://hls.168.us.kg/u/332/master.m3u8
NOW财经台,http://hls.168.us.kg/u/333/master.m3u8
Now Sports 精選,http://hls.168.us.kg/u/630/master.m3u8
NOW爆谷台,http://23.237.228.133/live2/baogutai.m3u8
NOW星影台,http://23.237.228.133/live2/xingyingtai.m3u8
NOW爆谷台备,http://hls-pull-wicketpw.speedws.com/live/hktv-tvzvezdamow141.flv
NOW星影台备,http://hls-pull-wicketpw.speedws.com/live/hktv-tvzvezdamow142.flv
🍅NOW星影台,https://dl.tv.kklive.top/live2/xingyingtai.m3u8
🍅NOW爆谷台,https://dl.tv.kklive.top/live2/baogutai.m3u8

🇨🇳BXTV,#genre#
中天新闻台,http://bxtv.3a.ink/api.php?id=ztxw
myTV SUPER 18台,http://bxtv.3a.ink/api.php?id=18
TVB Plus,http://bxtv.3a.ink/api.php?id=tvbp
明珠台,http://bxtv.3a.ink/api.php?id=mz
無線新聞台,http://bxtv.3a.ink/api.php?id=wxxw
美亞電影台,http://bxtv.3a.ink/api.php?id=meiya
千禧經典台,http://bxtv.3a.ink/api.php?id=qxjd
翡翠台,http://bxtv.3a.ink/api.php?id=fct
鳳凰衛視中文台,http://bxtv.3a.ink/api.php?id=fhzw
鳳凰衛視資訊台,http://bxtv.3a.ink/api.php?id=fhzx
鳳凰衛視香港台,http://bxtv.3a.ink/api.php?id=fhhk
POPC,http://bxtv.3a.ink/api.php?id=popc
NOW爆谷台,http://bxtv.3a.ink/api.php?id=baogu
NOW爆谷星影台,http://bxtv.3a.ink/api.php?id=xingying
🥕镜新闻,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/f4d56046-82ba-474e-8499-ab2353dc7a9b/1.m3u8
镜新闻,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/c9b2313d-efdd-4777-9fae-573be8a86755/0.m3u8
翡翠台4K(多音轨字幕),https://o11.163189.xyz/stream/tvb/fct4k/
翡翠台(多音轨字幕),https://o11.163189.xyz/stream/tvb/fct/
TVB PLUS(多音轨字幕),https://o11.163189.xyz/stream/tvb/tvbp/
明珠台(多音轨字幕),https://o11.163189.xyz/stream/tvb/mzt/
华丽翡翠台(多音轨字幕),https://o11.163189.xyz/stream/live/hlt/
华丽翡翠台(新加坡),https://o11.163189.xyz/stream/live/jade/
Astro AOD(多音轨字幕),https://o11.163189.xyz/stream/live/aod/
Astro AEC(多音轨字幕),https://o11.163189.xyz/stream/live/aec/
Astro QJ(多音轨字幕),https://o11.163189.xyz/stream/live/qj/
TVB星河(多音轨字幕),https://o11.163189.xyz/stream/live/tvbxh/
爱奇艺,https://o11.163189.xyz/stream/live/iqiyi/
千禧经典台,https://o11.163189.xyz/stream/live/tvbc/
天映频道,https://o11.163189.xyz/stream/live/typd/
天映经典,https://o11.163189.xyz/stream/live/ccm/
TVB星河国语,http://cdn10.163189.xyz/163189/xinghe
天映频道,http://cdn10.163189.xyz/163189/typd
天映经典,http://cdn10.163189.xyz/163189/ccm

电影专区,#genre#
家庭剧场,http://106.53.99.30/tv/gitv.php?id=0001
都市生活,http://106.53.99.30/tv/gitv.php?id=0003
传奇剧场,http://106.53.99.30/tv/gitv.php?id=0004
警匪悬疑,http://106.53.99.30/tv/gitv.php?id=0005
古装剧场,http://106.53.99.30/tv/gitv.php?id=0006
抗战剧场,http://106.53.99.30/tv/gitv.php?id=0007
谍战剧场,http://106.53.99.30/tv/gitv.php?id=0008
欢乐剧场,http://106.53.99.30/tv/gitv.php?id=0009
经典老剧,http://106.53.99.30/tv/gitv.php?id=0010
乡村剧场,http://106.53.99.30/tv/gitv.php?id=0011
电影大片,http://106.53.99.30/tv/gitv.php?id=0012
爆笑综艺,http://106.53.99.30/tv/gitv.php?id=0013
智勇闯关,http://106.53.99.30/tv/gitv.php?id=0014
相声小品,http://106.53.99.30/tv/gitv.php?id=0015
中国通史,http://106.53.99.30/tv/gitv.php?id=0016
世界历史,http://106.53.99.30/tv/gitv.php?id=0017
传奇故事,http://106.53.99.30/tv/gitv.php?id=0018
经典传奇,http://106.53.99.30/tv/gitv.php?id=0019
纪实档案,http://106.53.99.30/tv/gitv.php?id=0020
王者荣耀,http://106.53.99.30/tv/gitv.php?id=0021
蛋仔派对,http://106.53.99.30/tv/gitv.php?id=0022

卫视网页,#genre#
江苏卫视(网页),video://https://live.jstv.com
吉林卫视(网页),video://https://www.jlntv.cn/tv
安徽卫视(网页),video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=0
陕西卫视(网页),video://http://live.snrtv.com/star
海峡卫视(网页),video://https://www.fjtv.net/folder526/folder536/
岭南戏曲(网页),video://https://www.gdtv.cn/tvChannelDetail/15
东莞新闻综合(网页),video://https://dgrtv.sun0769.com/index.php/online2/4
东莞生活资讯(网页),video://https://dgrtv.sun0769.com/index.php/online2/5
清远新闻综合(网页),video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=1
清远文旅生活(网页),video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=3
韶关新闻综合(网页),video://https://www.sgmsw.cn/mobile/tvinfo?id=SB05RIYZOU8JR418AUQOF62CAJQ08D0E
肇庆生活(网页),video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=34
肇庆综合(网页),video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=33

CCTV1(网页),video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=11200132825562653886&toc_style_id=feeds_only_back&share_to=copy_url&track_id=c3e89ea6-77d8-4230-89a3-a492aa16ee4c
CCTV1(网页),video://http://www.guangbomi.com/tv/zy/cctv1.html
CCTV1(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=1
CCTV2(网页),video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=12030532124776958103&toc_style_id=feeds_only_back&share_to=copy_url&track_id=8ff44314-c7a7-4241-be6e-11a7b7224db4
CCTV3(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=2
CCTV4(网页),video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=10620168294224708952&toc_style_id=feeds_only_back&share_to=copy_url&track_id=7f4e2027-e822-49f3-88b1-2ffe00919f92
CCTV5(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=3
CCTV6(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=4
CCTV7(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=5
CCTV9(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=6
CCTV10(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=7
CCTV11(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=8
CCTV12(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=9
CCTV13(网页),video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=16265686808730585228&toc_style_id=feeds_only_back&share_to=copy_url&track_id=ac0e1dc7-d2a2-403b-ad45-9ed44fe89895
CCTV13(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=10
湖南tbs(网页),video://https://m.456iptv.com/?act=play&token=e16c8d5106d7d2bdf73ae316793dd447&tid=ws&id=1
河南卫视(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=14
浙江卫视(网页),video://https://www.cztv.com/liveTV/101
大湾区卫视(网页),video://https://www.gdtv.cn/tvChannelDetail/51
广东卫视(网页),video://https://www.gdtv.cn/tvChannelDetail/43
深圳卫视(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7867
北京卫视(网页),video://https://www.brtn.cn/btv/btvsy_index
北京卫视(网页),video://https://www.btime.com/btv/btvsy_index
东方卫视(网页),video://https://live.kankanews.com/huikan?id=1
康巴卫视(网页),video://https://www.kangbatv.com/zb_22587/
山西卫视(网页),video://http://p.ytelc.com/169l/shanxi/shanxi.php?id=shanxi
山西卫视(网页),video://https://www.sxrtv.com/tv/index.shtml
黑龙江卫视,https://idclive.hljtv.com:4430/live/hljws_own.m3u8
黑龙江卫视(网页),video://https://www.hljtv.com/live/folder418/
延边卫视(网页),video://https://www.yb983.com/cys/index.html
河北卫视(网页),video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=0
甘肃卫视,https://hls.gstv.com.cn/skt649/w0w7k2.m3u8
甘肃卫视(网页),video://https://www.gstv.com.cn/zxc.jhtml#
河南卫视(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=14
安徽卫视(网页),http://43.129.81.169/live.ahsx.ahtv.cn/live/ahwssx.m3u8
贵州卫视(网页),video://https://www.gzstv.com/tv/ch01
西藏卫视(网页),http://php.jdshipin.com:8880/xztv.php?id=ws
青海卫视(网页),video://https://www.qhbtv.com/new_index/live/folder2646/
海南卫视(网页),video://https://www.hnntv.cn/live.html?playType=livePlay&channelId=13&
三沙卫视(网页),video://https://www.hnntv.cn/live.html?playType=livePlay&channelId=5&
三沙卫视(网页),video://https://www.hnntv.cn/live.html?playType=livePlay&channelId=5&referPage=home
新疆卫视(网页),video://https://www.xjtvs.com.cn/column/tv/434?channelId=1
北京卫视(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=11
浙江卫视(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=12
河南卫视(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=14
河南都市(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=13
河南民生(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=15
河南梨园(网页),video://https://www.hndyjyfw.gov.cn/livePlay.html?u=16
广东珠江tbs(网页),video://https://m.456iptv.com/?act=play&token=446393143a90282afd8aeda316ccfda8&tid=itv&id=5
广东体育tbs(网页),video://https://m.456iptv.com/?act=play&token=cc1b7cc40b039efef842cb3f15c17bba&tid=itv&id=4
广东珠江(网页),video://https://www.gdtv.cn/tvChannelDetail/44
广东新闻(网页),video://https://www.gdtv.cn/tvChannelDetail/45
广东民生(网页),video://https://www.gdtv.cn/tvChannelDetail/48
广东体育(网页),video://https://www.gdtv.cn/tvChannelDetail/47
大湾区卫视(网页),video://https://www.gdtv.cn/tvChannelDetail/51
大湾区卫视（海外版）(网页),video://https://www.gdtv.cn/tvChannelDetail/46
广东影视(网页),video://https://www.gdtv.cn/tvChannelDetail/53
广东卫视(网页),video://https://www.gdtv.cn/tvChannelDetail/43
4K超高清(网页),video://https://www.gdtv.cn/tvChannelDetail/16
广东少儿(网页),video://https://www.gdtv.cn/tvChannelDetail/54
嘉佳卡通(网页),video://https://www.gdtv.cn/tvChannelDetail/66
岭南戏曲(网页),video://https://www.gdtv.cn/tvChannelDetail/15
广东移动(网页),video://https://www.gdtv.cn/tvChannelDetail/74
荔枝台(网页),video://https://www.gdtv.cn/tvChannelDetail/100
纪录片(网页),video://https://www.gdtv.cn/tvChannelDetail/94
GRTN健康频道(网页),video://https://www.gdtv.cn/tvChannelDetail/99
GRTN文化频道(网页),video://https://www.gdtv.cn/tvChannelDetail/75
GRTN生活频道(网页),video://https://www.gdtv.cn/tvChannelDetail/102
GRTN教育频道(网页),video://https://www.gdtv.cn/tvChannelDetail/104
深圳卫视(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7867
深圳都市(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7868
深圳电视剧(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7880
深圳财经(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7871
深圳少儿(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7881
深圳移动(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7869
深圳国际(网页),video://https://www.sztv.com.cn/pindao/index.html?id=7944
佛山顺德(网页),video://http://p.123tv.cn/p/gdfs.php?id=fssd
佛山公共(网页),video://http://p.123tv.cn/p/gdfs.php?id=fsgg
佛山影视(网页),video://http://p.123tv.cn/p/gdfs.php?id=fsys
佛山公共(网页),video://http://p.123tv.cn/p/gdfs.php?id=fsgm
佛山公共(网页),video://http://p.123tv.cn/p/gdfs.php?id=fsss
佛山综合(网页),video://http://p.123tv.cn/p/gdfs.php?id=fszh
佛山南海(网页),video://http://p.123tv.cn/p/gdfs.php?id=fsnh
江门综合(网页),video://http://www.jmtv.cn/live/jm_live_h5.shtml?pid=2
江门侨乡生活(网页),video://http://www.jmtv.cn/live/jm_live_h5.shtml?pid=1
东莞新闻综合(网页),video://https://dgrtv.sun0769.com/index.php/online2/4
东莞生活资讯(网页),video://https://dgrtv.sun0769.com/index.php/online2/5
河源综合(网页),video://https://www.hyrtv.cn/itv/zhds/
河源公共(网页),video://https://www.hyrtv.cn/itv/ggds/
清远新闻综合(网页),video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=1
清远文旅生活(网页),video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=3
韶关新闻综合(网页),video://https://www.sgmsw.cn/mobile/tvinfo?id=SB05RIYZOU8JR418AUQOF62CAJQ08D0E
肇庆生活(网页),video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=34
肇庆综合(网页),video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=33
云浮综合(网页),video://https://static.yft.ndoe.cn/hd/ysx/#/?channelType=0&channelId=8
云浮文旅(网页),video://https://static.yft.ndoe.cn/hd/ysx/#/?channelType=0&channelId=9
东莞新闻网页,video://https://dgrtv.sun0769.com/index.php/online2/4
东莞生活网页,video://https://dgrtv.sun0769.com/index.php/online2/5
河源综合网页,video://https://www.hyrtv.cn/itv/zhds/
河源公共网页,video://https://www.hyrtv.cn/itv/ggds/
清远新闻网页,video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=1
清远文旅网页,video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=3
肇庆综合网页,video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=33
肇庆生活网页,video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=34
信宜综合网页,video://https://web.guangdianyun.tv/tv/?id=643&uin=1629

熊猫频道,#genre#
成都高清,http://gcalic.v.myalicdn.com/gc/ipanda_1td/index.m3u8
都江堰高清,http://gcalic.v.myalicdn.com/gc/ipanda1000_1td/index.m3u8
基地成年园1,http://gcalic.v.myalicdn.com/gc/xiongmao01_1/index.m3u8
基地成年园2,http://gcalic.v.myalicdn.com/gc/xiongmao02_1/index.m3u8
基地幼年园1,http://gcalic.v.myalicdn.com/gc/xiongmao03_1/index.m3u8
基地幼年园2,http://gcalic.v.myalicdn.com/gc/xiongmao04_1/index.m3u8
基地幼儿园1,http://gcalic.v.myalicdn.com/gc/xiongmao05_1/index.m3u8
基地幼儿园2,http://gcalic.v.myalicdn.com/gc/xiongmao06_1/index.m3u8
基地母子园1,http://gcalic.v.myalicdn.com/gc/xiongmao07_1/index.m3u8
基地母子园2,http://gcalic.v.myalicdn.com/gc/xiongmao08_1/index.m3u8
基地别墅1,http://gcalic.v.myalicdn.com/gc/xiongmao09_1/index.m3u8
基地别墅2,http://gcalic.v.myalicdn.com/gc/xiongmao10_1/index.m3u8
都江堰瑞瑞,http://gcalic.v.myalicdn.com/gc/xiongmao11_1/index.m3u8
都江堰水秀,http://gcalic.v.myalicdn.com/gc/xiongmao12_1/index.m3u8
都江堰妃妃,http://gcalic.v.myalicdn.com/gc/xiongmao13_1/index.m3u8
都江堰娅祥,http://gcalic.v.myalicdn.com/gc/xiongmao15_1/index.m3u8
都江堰英英,http://gcalic.v.myalicdn.com/gc/xiongmao16_1/index.m3u8
怡然2,http://gcalic.v.myalicdn.com/gc/xiongmao18_1/index.m3u8
都江堰青青,http://gcalic.v.myalicdn.com/gc/xiongmao20_1/index.m3u8
大丰麋鹿,http://gcalic.v.myalicdn.com/gc/xiongmao23_1/index.m3u8
白马雪山,http://gcalic.v.myalicdn.com/gc/xiongmao24_1/index.m3u8
直播熊猫,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8

抖音网页,#genre#
广西交通台,video://https://live.douyin.com/522955949080
走路直播,video://https://live.douyin.com/436810047050
橘子呆呆,video://https://live.douyin.com/956291733854
农村人爱唱歌,video://https://live.douyin.com/870869013047
糖糖爱唱歌,video://https://live.douyin.com/680811057501
CCTV-6,video://https://live.douyin.com/208823316033
CCTV-13,video://https://live.douyin.com/547977714661
CCTV-13,video://https://live.douyin.com/55740058708
央视网抖直播,video://https://live.douyin.com/870887192950
央视网快看播,video://https://live.douyin.com/127453393722
央视一套直播,video://https://live.douyin.com/456815963645
央视二套直播,video://https://live.douyin.com/296728101980
央视三套直播,video://https://live.douyin.com/212606968812
央视四套直播,video://https://live.douyin.com/166806983360
央视七套直播,video://https://live.douyin.com/519082790490
小央视频直播,video://https://live.douyin.com/547977714661
央视频抖直播,video://https://live.douyin.com/50828500437
央广网抖直播,video://https://live.douyin.com/667431506077
央视新闻直播,video://https://live.douyin.com/282773369501
新闻联播直播,video://https://live.douyin.com/330698468897
新华社抖直播,video://https://live.douyin.com/403447259997
新华社快看播,video://https://live.douyin.com/832345075447
中国新闻网播,video://https://live.douyin.com/734352268449
中国新闻社播,video://https://live.douyin.com/15236241349
央影网抖直播,video://https://live.douyin.com/208823316033
看看新闻直播,video://https://live.douyin.com/808207714751
澎湃新闻直播,video://https://live.douyin.com/901733701009
北京新闻直播,video://https://live.douyin.com/497532580914
北京时间直播,video://https://live.douyin.com/87324405858
北京日报直播,video://https://live.douyin.com/678544089361
香港导报直播,video://https://live.douyin.com/21533027681
大公文匯直播,video://https://live.douyin.com/948770716919
